Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
22-23,FALL,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,6.0,0.809,,,,,,4.56,4.56,4.56,,,,,,4.59,4.59,4.59
22-23,FALL,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,6.0,0.457,,,,,,4.46,4.46,4.46,,,,,,4.52,4.52,4.52
22-23,FALL,Dept,SSCI,MATH,Mathematics,81.0,0.498,4.11,3.93,3.61,3.69,4.75,4.69,4.72,3.75,4.0,4.01,3.65,3.75,4.75,4.7,4.72,3.8
22-23,FALL,Dept,SSCI,NANO,NANO Science and Technology,1.0,0.5,,,,,5.0,,5.0,5.0,,,,,5.0,,5.0,5.0
22-23,FALL,Dept,SSCI,OCES,Ocean Science,15.0,0.442,,4.15,3.89,3.99,,4.41,4.41,4.08,,4.14,3.95,4.02,,4.43,4.43,4.11
22-23,FALL,Dept,SSCI,PHYS,Physics,37.0,0.528,4.38,3.82,3.76,3.8,4.34,4.27,4.3,3.83,4.4,3.91,3.97,3.97,4.41,4.4,4.4,3.99
22-23,FALL,Dept,SSCI,SCIE,School of Science,2.0,0.331,,4.31,,4.31,,,,4.31,,4.31,,4.31,,,,4.31
22-23,FALL,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),9.0,0.442,,,,,4.5,4.6,4.62,4.62,,,,,4.0,4.61,4.6,4.6
22-23,FALL,School,LANG/LABU/LAGR,-,-,363.0,0.623,3.94,4.34,,3.95,4.49,4.63,4.51,4.01,4.27,4.46,,4.28,4.61,4.6,4.61,4.31
22-23,FALL,Dept,LANG/LABU/LAGR,LANG,Language,313.0,0.64,3.94,4.34,,3.96,4.49,4.63,4.51,4.02,4.27,4.46,,4.28,4.61,4.6,4.61,4.32
22-23,FALL,Dept,LANG/LABU/LAGR,LABU,Language for Business,50.0,0.512,3.93,,,3.93,,,,3.93,4.25,,,4.25,,,,4.25
22-23,FALL,School,IPO,-,-,55.0,0.611,4.1,3.86,,3.87,4.2,4.34,4.33,4.16,4.3,4.05,,4.05,4.4,4.42,4.41,4.22
22-23,FALL,Dept,IPO,EMIA,Division of Emerging Interdisciplinary Areas,3.0,0.51,,3.06,,3.06,,,,3.06,,3.67,,3.67,,,,3.67
22-23,FALL,Dept,IPO,ENVR,Environment and Sustainability,21.0,0.535,4.1,3.94,,3.95,,4.05,4.05,3.99,4.3,4.1,,4.1,,4.15,4.15,4.12
22-23,FALL,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.632,,,,,,4.51,4.37,4.37,,,,,,4.52,4.4,4.4
22-23,FALL,Dept,IPO,CORE_IPO,IPO CORE courses,6.0,0.667,,3.65,,3.65,,,,3.65,,4.02,,4.02,,,,4.02
22-23,FALL,Dept,IPO,IIMP,Individualized Interdisciplinary Major,1.0,0.769,,,,,4.2,,4.2,4.2,,,,,4.4,,4.4,4.4
22-23,FALL,Dept,IPO,PPOL,Public Policy,19.0,0.657,,4.46,,4.46,,4.41,4.41,4.41,,4.5,,4.5,,4.49,4.49,4.49
22-23,FALL,Dept,IPO,TEMG,Technology and Management,2.0,0.753,,4.53,,4.53,,,,4.53,,4.6,,4.6,,,,4.6
22-23,FALL,School,OTHERS,-,-,3.0,0.539,4.64,4.53,,4.56,,,,4.56,4.73,4.7,,4.71,,,,4.71
22-23,FALL,Dept,OTHERS,DSTO,Dean of Students' Office,3.0,0.539,4.64,4.53,,4.56,,,,4.56,4.73,4.7,,4.71,,,,4.71
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2022-12-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
