Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
20-21,FALL,Dept,SENG,CENG,Chemical and Biological Engineering,22.0,0.512,3.61,3.85,3.81,3.83,4.42,4.41,4.41,3.93,4.56,4.14,3.89,4.09,4.47,4.46,4.46,4.16
20-21,FALL,Dept,SENG,CIVL,Civil and Environmental Engineering,38.0,0.441,4.43,4.13,3.87,3.94,4.6,4.38,4.48,4.02,4.5,4.27,3.98,4.05,4.71,4.36,4.51,4.12
20-21,FALL,Dept,SENG,COMP,Computer Science and Engineering,68.0,0.467,4.49,4.12,4.34,4.24,4.67,4.59,4.65,4.29,4.62,4.26,4.52,4.4,4.67,4.64,4.69,4.43
20-21,FALL,Dept,SENG,ELEC,Electronic and Computer Engineering,42.0,0.433,4.39,3.84,3.74,3.82,4.74,4.22,4.33,3.96,4.5,4.07,3.92,4.01,4.83,4.23,4.37,4.11
20-21,FALL,Dept,SENG,ENEG,Energy Technology,1.0,0.647,,,,,4.64,,4.64,4.64,,,,,4.64,,4.64,4.64
20-21,FALL,Dept,SENG,ENTR-SENG,Entrepreneurship,3.0,0.618,5.0,3.67,,3.7,,,,3.7,5.0,3.87,,3.89,,,,3.89
20-21,FALL,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,18.0,0.43,3.92,3.75,4.43,3.95,5.0,4.58,4.59,4.11,4.0,3.97,4.54,4.13,5.0,4.74,4.75,4.28
20-21,FALL,Dept,SENG,ISDN,Integrative Systems and Design,11.0,0.492,4.07,3.9,,3.97,,,,3.97,4.37,4.07,,4.18,,,,4.18
20-21,FALL,Dept,SENG,MECH,Mechanical Engineering,27.0,0.53,4.09,3.93,3.6,3.87,4.4,4.47,4.46,3.91,3.82,4.0,3.67,3.93,4.8,4.45,4.48,3.98
20-21,FALL,Dept,SENG,PDEV-SENG,Professional Development for SENG,1.0,0.447,,,,,,,4.35,4.35,,,,,,,4.45,4.45
20-21,FALL,Dept,SENG,ENGG,School of Engineering,4.0,0.577,3.38,3.6,,3.59,,,,3.59,3.88,3.93,,3.93,,,,3.93
20-21,FALL,School,SHSS,-,-,101.0,0.531,4.43,4.16,4.14,4.15,4.56,4.42,4.45,4.22,4.53,4.3,4.23,4.26,4.63,4.5,4.52,4.33
20-21,FALL,Dept,SHSS,HUMA,Humanities,39.0,0.476,4.29,4.12,4.04,4.09,4.73,4.67,4.72,4.14,4.44,4.25,4.2,4.23,4.8,4.53,4.75,4.27
20-21,FALL,Dept,SHSS,HMMA,MA Program in Chinese Culture,2.0,0.568,,,,,,4.41,4.41,4.41,,,,,,4.36,4.36,4.36
20-21,FALL,Dept,SHSS,MGCS,MSc Program in Global China Studies,4.0,0.878,,,,,4.5,4.49,4.49,4.49,,,,,4.53,4.61,4.6,4.6
20-21,FALL,Dept,SHSS,MILE,MSc Program in International Language Education,8.0,0.813,,,,,3.76,4.38,4.36,4.36,,,,,3.82,4.49,4.46,4.46
20-21,FALL,Dept,SHSS,MASS,Master of Arts in Social Science,4.0,0.709,,,,,,4.48,4.48,4.48,,,,,,4.51,4.51,4.51
20-21,FALL,Dept,SHSS,SOSC,Social Science,38.0,0.498,4.64,4.22,4.17,4.19,4.62,,4.62,4.2,4.57,4.38,4.25,4.28,4.73,,4.73,4.3
20-21,FALL,Dept,SHSS,HART,Studio Arts courses offered by HUMA,6.0,0.6,4.57,4.06,,4.21,,,,4.21,4.67,4.1,,4.26,,,,4.26
20-21,FALL,School,SSCI,-,-,247.0,0.492,4.34,3.83,3.9,3.9,4.55,4.48,4.49,4.01,4.43,3.92,3.99,3.99,4.57,4.55,4.55,4.1
20-21,FALL,Dept,SSCI,CHMS,Analytical Chemistry,4.0,0.526,,,,,,4.53,4.53,4.53,,,,,,4.59,4.59,4.59
20-21,FALL,Dept,SSCI,BIBU-SSCI,Biotechnology and Business,1.0,0.271,,3.88,,3.88,,,,3.88,,4.0,,4.0,,,,4.0
20-21,FALL,Dept,SSCI,CHEM,Chemistry,41.0,0.515,4.19,3.72,3.9,3.84,4.67,4.5,4.56,3.87,4.2,3.81,3.95,3.91,4.67,4.66,4.66,3.94
20-21,FALL,Dept,SSCI,ENTR-SSCI,Entrepreneurship,3.0,0.618,5.0,3.67,,3.7,,,,3.7,5.0,3.87,,3.89,,,,3.89
20-21,FALL,Dept,SSCI,LIFS,Life Science,25.0,0.412,4.35,4.2,3.92,3.93,4.52,4.47,4.48,4.04,4.35,4.25,3.97,3.98,4.46,4.57,4.54,4.09
20-21,FALL,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,4.0,0.85,,,,,,4.35,4.35,4.35,,,,,,4.39,4.39,4.39
20-21,FALL,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,6.0,0.631,,,,,,4.5,4.5,4.5,,,,,,4.56,4.56,4.56
20-21,FALL,Dept,SSCI,MATH,Mathematics,94.0,0.525,4.43,3.8,3.92,3.89,4.52,4.42,4.44,3.96,4.51,3.86,4.03,3.99,4.67,4.5,4.53,4.05
20-21,FALL,Dept,SSCI,NANO,NANO Science and Technology,2.0,0.767,,,,,4.57,,4.57,4.57,,,,,4.57,,4.57,4.57
20-21,FALL,Dept,SSCI,OCES,Ocean Science,15.0,0.476,4.45,3.82,3.9,3.95,4.88,4.36,4.39,4.03,4.54,3.85,4.02,4.03,4.88,4.54,4.55,4.13
20-21,FALL,Dept,SSCI,PHYS,Physics,41.0,0.543,4.09,3.97,3.85,3.89,4.65,4.42,4.48,3.92,4.19,4.17,3.99,4.03,4.55,4.45,4.48,4.06
20-21,FALL,Dept,SSCI,SCIE,School of Science,3.0,0.441,4.44,3.91,,4.06,,,,4.06,4.59,4.12,,4.24,,,,4.24
20-21,FALL,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),9.0,0.426,,,,,,4.64,4.64,4.64,,,,,,4.64,4.64,4.64
20-21,FALL,School,LANG/LABU/LAGR,-,-,370.0,0.687,4.0,4.05,,4.01,4.64,,4.64,4.07,4.32,4.33,,4.32,4.78,,4.78,4.37
20-21,FALL,Dept,LANG/LABU/LAGR,LANG,Language,325.0,0.7,4.03,4.05,,4.03,4.64,,4.64,4.1,4.35,4.33,,4.34,4.78,,4.78,4.39
20-21,FALL,Dept,LANG/LABU/LAGR,LABU,Language for Business,45.0,0.592,3.78,,,3.78,,,,3.78,4.17,,,4.17,,,,4.17
20-21,FALL,School,IPO,-,-,41.0,0.632,4.5,3.9,,3.92,3.73,4.23,4.21,4.13,4.58,4.11,,4.12,4.18,4.47,4.45,4.37
20-21,FALL,Dept,IPO,ENVR,Environment and Sustainability,21.0,0.604,,3.89,,3.89,4.55,4.26,4.28,4.0,,4.09,,4.09,4.82,4.39,4.42,4.19
20-21,FALL,Dept,IPO,EVSM,Environmental Science and Management,3.0,0.689,,,,,,4.53,4.53,4.53,,,,,,4.57,4.57,4.57
20-21,FALL,Dept,IPO,IIMP,Individualized Interdisciplinary Major,4.0,0.705,,,,,3.55,4.07,4.03,4.03,,,,,4.04,4.45,4.42,4.42
20-21,FALL,Dept,IPO,IDPO,Interdisciplinary Programs Office,1.0,0.417,,4.2,,4.2,,,,4.2,,4.5,,4.5,,,,4.5
20-21,FALL,Dept,IPO,PPOL,Public Policy,10.0,0.558,,,,,,4.37,4.37,4.37,,,,,,4.46,4.46,4.46
20-21,FALL,Dept,IPO,TEMG,Technology and Management,2.0,0.39,4.5,4.0,,4.19,,,,4.19,4.58,4.25,,4.38,,,,4.38
20-21,FALL,School,OTHERS,-,-,4.0,0.574,4.65,,,4.65,4.18,,4.18,4.48,4.85,,,4.85,4.55,,4.55,4.74
20-21,FALL,Dept,OTHERS,CMAA,Computational Media and Arts,2.0,0.733,,,,,4.18,,4.18,4.18,,,,,4.55,,4.55,4.55
20-21,FALL,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.513,4.65,,,4.65,,,,4.65,4.85,,,4.85,,,,4.85
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
