Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
19-20,SPRING,Dept,SENG,CIVL,Civil and Environmental Engineering,34.0,0.317,78.13,67.66,67.21,67.77,89.71,80.95,84.87,69.93,88.54,70.24,72.05,72.59,90.15,83.21,86.58,74.2
19-20,SPRING,Dept,SENG,COMP,Computer Science and Engineering,70.0,0.371,81.88,78.05,79.49,78.59,78.13,90.36,89.94,80.32,84.38,84.45,85.24,84.69,81.25,92.38,91.99,85.83
19-20,SPRING,Dept,SENG,ELEC,Electronic and Computer Engineering,47.0,0.363,78.66,75.54,75.0,75.66,93.2,89.78,91.58,80.17,79.88,78.46,76.55,78.08,95.87,90.25,93.83,81.96
19-20,SPRING,Dept,SENG,ENTR-SENG,Entrepreneurship,1.0,0.235,,77.17,,77.17,,,,77.17,,80.43,,80.43,,,,80.43
19-20,SPRING,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,17.0,0.383,95.0,70.44,,71.37,98.44,67.05,80.26,72.5,95.0,72.82,,73.66,100.0,72.73,84.21,75.0
19-20,SPRING,Dept,SENG,ISDN,Integrative Systems and Design,7.0,0.356,80.15,85.71,,81.77,,,,81.77,86.03,85.71,,85.94,,,,85.94
19-20,SPRING,Dept,SENG,MECH,Mechanical Engineering,32.0,0.408,88.64,70.46,42.1,61.37,87.25,80.66,82.8,66.33,93.18,73.29,45.55,64.44,88.24,89.22,88.73,68.42
19-20,SPRING,Dept,SENG,PDEV-SENG,Professional Development for SENG,1.0,0.398,,,,,,,86.87,86.87,,,,,,,90.03,90.03
19-20,SPRING,Dept,SENG,ENGG,School of Engineering,6.0,0.381,89.58,73.17,,75.27,,,,75.27,93.75,81.46,,84.29,,,,84.29
19-20,SPRING,School,SHSS,-,-,105.0,0.429,84.34,79.64,75.52,77.79,92.95,87.81,89.13,80.32,86.46,84.06,79.99,82.12,95.44,89.79,91.19,84.13
19-20,SPRING,Dept,SHSS,SSMA,Graduate Diploma and MA Programs in Social Science,5.0,0.764,,,,,,92.81,92.81,92.81,,,,,,94.42,94.42,94.42
19-20,SPRING,Dept,SHSS,HUMA,Humanities,42.0,0.426,86.03,80.85,71.62,77.59,93.75,96.59,95.45,79.19,88.97,85.9,79.12,83.49,94.89,96.59,95.91,84.6
19-20,SPRING,Dept,SHSS,HMMA,MA Program in Chinese Culture,2.0,0.385,,,,,87.5,87.5,87.5,87.5,,,,,93.75,89.06,90.0,90.0
19-20,SPRING,Dept,SHSS,MGCS,MSc Program in Global China Studies,4.0,0.686,,,,,,85.68,85.68,85.68,,,,,,88.42,88.42,88.42
19-20,SPRING,Dept,SHSS,MILE,MSc Program in International Language Education,12.0,0.729,,,,,90.3,79.73,83.29,83.29,,,,,93.22,82.58,85.86,85.86
19-20,SPRING,Dept,SHSS,HSS,School of Humanities & Social Science,1.0,0.25,100.0,,,100.0,,,,100.0,100.0,,,100.0,,,,100.0
19-20,SPRING,Dept,SHSS,SOSC,Social Science,32.0,0.362,90.0,77.0,78.03,77.86,96.95,,96.95,78.68,89.29,80.04,80.55,80.47,99.39,,99.39,81.28
19-20,SPRING,Dept,SHSS,HART,Studio Arts courses offered by HUMA,7.0,0.558,81.6,71.43,,79.48,,,,79.48,83.96,71.43,,81.34,,,,81.34
19-20,SPRING,School,SSCI,-,-,219.0,0.366,72.93,72.27,69.43,71.03,87.1,87.22,87.2,74.38,72.64,75.86,72.13,73.81,90.43,89.41,89.54,77.1
19-20,SPRING,Dept,SSCI,CHMS,Analytical Chemistry,6.0,0.486,,,,,,86.88,86.88,86.88,,,,,,88.12,88.12,88.12
19-20,SPRING,Dept,SSCI,BIBU-SSCI,Biotechnology and Business,1.0,0.767,,60.61,,60.61,,,,60.61,,71.97,,71.97,,,,71.97
19-20,SPRING,Dept,SSCI,CHEM,Chemistry,34.0,0.399,80.43,70.25,68.77,69.54,78.45,92.19,83.33,70.08,82.61,74.68,73.01,73.8,84.82,93.75,88.07,74.35
19-20,SPRING,Dept,SSCI,ENTR-SSCI,Entrepreneurship,1.0,0.235,,77.17,,77.17,,,,77.17,,80.43,,80.43,,,,80.43
19-20,SPRING,Dept,SSCI,LIFS,Life Science,32.0,0.311,80.59,71.08,73.44,73.21,78.13,88.17,87.93,77.12,81.58,74.53,75.75,75.81,87.5,90.27,90.2,79.64
19-20,SPRING,Dept,SSCI,MAED,MSc Program in Mathematics for Educators,4.0,0.624,,,,,60.71,82.95,77.59,77.59,,,,,60.71,86.36,80.17,80.17
19-20,SPRING,Dept,SSCI,MSDM,MSc in Data-Driven Modeling Program,5.0,0.261,,,,,87.5,86.07,86.19,86.19,,,,,93.75,90.16,90.75,90.75
19-20,SPRING,Dept,SSCI,MATH,Mathematics,78.0,0.397,87.82,73.6,68.32,71.71,95.29,90.33,92.29,74.23,87.82,76.44,71.27,74.52,96.01,93.87,94.71,77.0
19-20,SPRING,Dept,SSCI,NANO,NANO Science and Technology,3.0,0.647,,,,,93.18,,93.18,93.18,,,,,95.45,,95.45,95.45
19-20,SPRING,Dept,SSCI,OCES,Ocean Science,11.0,0.352,67.93,69.39,,68.56,,78.51,78.51,70.3,67.21,68.54,,67.79,,80.92,80.92,70.08
19-20,SPRING,Dept,SSCI,PHYS,Physics,35.0,0.39,80.84,75.14,67.75,73.0,86.36,91.94,90.48,73.99,80.56,81.81,67.94,76.49,97.73,89.52,91.67,77.35
19-20,SPRING,Dept,SSCI,SCIE,School of Science,3.0,0.295,,80.36,66.11,68.36,,,,68.36,,90.63,66.44,67.68,,,,67.68
19-20,SPRING,Dept,SSCI,CSIC,Scientific Computation,1.0,0.538,,,,,92.86,,92.86,92.86,,,,,92.86,,92.86,92.86
19-20,SPRING,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),7.0,0.35,,,,,100.0,90.19,90.31,90.31,,,,,100.0,92.72,92.81,92.81
19-20,SPRING,School,LANG/LABU/LAGR,-,-,374.0,0.53,72.84,78.68,,73.08,88.78,100.0,89.35,74.38,81.83,83.4,,81.9,91.64,100.0,92.06,82.71
19-20,SPRING,Dept,LANG/LABU/LAGR,LANG,Language,320.0,0.53,72.88,78.68,,73.16,88.78,100.0,89.35,74.65,81.83,83.4,,81.9,91.64,100.0,92.06,82.84
19-20,SPRING,Dept,LANG/LABU/LAGR,LABU,Language for Business,54.0,0.529,72.6,,,72.6,,,,72.6,81.88,,,81.88,,,,81.88
19-20,SPRING,School,IPO,-,-,44.0,0.518,83.85,71.01,,72.35,83.19,82.51,82.59,77.59,86.46,75.42,,76.57,88.36,86.59,86.8,81.81
19-20,SPRING,Dept,IPO,ENVR,Environment and Sustainability,25.0,0.564,80.3,70.28,,71.07,75.0,76.96,76.49,72.4,84.85,74.54,,75.36,81.25,80.64,80.78,76.69
19-20,SPRING,Dept,IPO,EVSM,Environmental Science and Management,4.0,0.632,,,,,88.89,78.99,79.85,79.85,,,,,97.22,85.37,86.41,86.41
19-20,SPRING,Dept,IPO,IDPO,Interdisciplinary Programs Office,2.0,0.467,89.29,,,89.29,,,,89.29,92.86,,,92.86,,,,92.86
19-20,SPRING,Dept,IPO,PPOL,Public Policy,11.0,0.406,,,,,95.59,86.41,87.04,87.04,,,,,97.06,89.72,90.22,90.22
19-20,SPRING,Dept,IPO,TEMG,Technology and Management,2.0,0.603,93.75,79.55,,82.32,,,,82.32,87.5,85.61,,85.98,,,,85.98
19-20,SPRING,School,OTHERS,-,-,2.0,0.415,82.14,90.0,,86.76,,,,86.76,89.29,90.0,,89.71,,,,89.71
19-20,SPRING,Dept,OTHERS,DSTO,Dean of Students' Office,2.0,0.415,82.14,90.0,,86.76,,,,86.76,89.29,90.0,,89.71,,,,89.71
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by OIR,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
