Academic Year,Term,Level of Statistics,School,Department Code,Department Name,Number of Sections Evaluated,Response Rate,Course Overall - UG (Small),Course Overall - UG (Medium),Course Overall - UG (Large),Course Overall - UG Mean,Course Overall - PG (Small),Course Overall - PG (Medium),Course Overall - PG Mean,Course Overall - Overall,Instructor Overall - UG (Small),Instructor Overall - UG (Medium),Instructor Overall - UG (Large),Instructor Overall - UG Mean,Instructor Overall - PG (Small),Instructor Overall - PG (Medium),Instructor Overall - PG Mean,Instructor Overall - Overall
24-25,SUMMER,Dept,SBM,SBMT,School of Business and Management,4.0,0.506,,,,,4.8,4.79,4.8,4.8,,,,,4.8,4.61,4.62,4.62
24-25,SUMMER,School,SENG,-,-,32.0,0.314,4.43,4.13,,4.19,4.56,4.25,4.36,4.22,4.36,4.18,,4.21,4.61,4.25,4.38,4.24
24-25,SUMMER,Dept,SENG,CENG,Chemical and Biological Engineering,2.0,0.398,,4.57,,4.57,,,,4.57,,4.68,,4.68,,,,4.68
24-25,SUMMER,Dept,SENG,CIEM,Civil Infrastructural Engineering and Management,3.0,0.258,,,,,4.5,3.89,4.04,4.04,,,,,4.5,3.89,4.04,4.04
24-25,SUMMER,Dept,SENG,CIVL,Civil and Environmental Engineering,2.0,0.179,4.67,4.0,,4.29,,,,4.29,4.67,4.5,,4.57,,,,4.57
24-25,SUMMER,Dept,SENG,COMP,Computer Science and Engineering,9.0,0.273,5.0,4.1,,4.11,4.58,,4.58,4.2,5.0,4.02,,4.04,4.67,,4.67,4.15
24-25,SUMMER,Dept,SENG,ELEC,Electronic and Computer Engineering,2.0,0.098,,3.83,,3.83,,,,3.83,,3.5,,3.5,,,,3.5
24-25,SUMMER,Dept,SENG,EEMT,Engineering Enterprise Management,1.0,0.289,,,,,,4.77,4.77,4.77,,,,,,4.77,4.77,4.77
24-25,SUMMER,Dept,SENG,ENTR-SENG,Entrepreneurship,2.0,0.324,5.0,4.67,,4.73,,,,4.73,5.0,4.72,,4.75,,,,4.75
24-25,SUMMER,Dept,SENG,IEDA,Industrial Engineering and Decision Analytics,2.0,0.435,3.8,4.27,,4.19,,,,4.19,3.6,4.32,,4.19,,,,4.19
24-25,SUMMER,Dept,SENG,MECH,Mechanical Engineering,2.0,0.333,4.5,3.0,,3.14,,,,3.14,5.0,3.16,,3.33,,,,3.33
24-25,SUMMER,Dept,SENG,ENGG,School of Engineering,7.0,0.45,4.45,4.17,,4.31,,,,4.31,4.34,4.13,,4.24,,,,4.24
24-25,SUMMER,School,SHSS,-,-,13.0,0.332,4.5,4.06,4.3,4.21,,,,4.21,4.56,4.17,4.44,4.33,,,,4.33
24-25,SUMMER,Dept,SHSS,HUMA,Humanities,6.0,0.322,4.44,3.99,,4.03,,,,4.03,4.44,4.17,,4.19,,,,4.19
24-25,SUMMER,Dept,SHSS,SOSC,Social Science,7.0,0.336,4.57,4.18,4.3,4.29,,,,4.29,4.71,4.18,4.44,4.4,,,,4.4
24-25,SUMMER,School,SSCI,-,-,18.0,0.268,4.41,4.21,,4.24,4.8,4.43,4.48,4.28,4.5,4.41,,4.42,4.8,4.52,4.55,4.46
24-25,SUMMER,Dept,SSCI,BTEC,Biotechnology,1.0,0.319,,,,,,4.45,4.45,4.45,,,,,,4.51,4.51,4.51
24-25,SUMMER,Dept,SSCI,CHEM,Chemistry,2.0,0.167,3.33,3.67,,3.58,,,,3.58,4.0,4.22,,4.13,,,,4.13
24-25,SUMMER,Dept,SSCI,ENTR-SSCI,Entrepreneurship,2.0,0.324,5.0,4.67,,4.73,,,,4.73,5.0,4.72,,4.75,,,,4.75
24-25,SUMMER,Dept,SSCI,LIFS,Life Science,2.0,0.346,4.8,4.31,,4.44,,,,4.44,4.7,4.44,,4.49,,,,4.49
24-25,SUMMER,Dept,SSCI,MATH,Mathematics,2.0,0.212,,4.1,,4.1,,,,4.1,,4.28,,4.28,,,,4.28
24-25,SUMMER,Dept,SSCI,OCES,Ocean Science,3.0,0.373,4.6,4.32,,4.36,4.8,,4.8,4.41,4.4,4.43,,4.42,4.8,,4.8,4.47
24-25,SUMMER,Dept,SSCI,PHYS,Physics,4.0,0.321,4.29,4.17,,4.19,,,,4.19,4.57,4.36,,4.4,,,,4.4
24-25,SUMMER,Dept,SSCI,MAFS,Self-Financed MSc Program in Mathematics (Financial Mathematics and Statistics),2.0,0.081,,,,,,4.33,4.33,4.33,,,,,,4.67,4.67,4.67
24-25,SUMMER,School,LANG/LABU/LAGR,-,-,2.0,0.677,4.48,,,4.48,,,,4.48,4.76,,,4.76,,,,4.76
24-25,SUMMER,Dept,LANG/LABU/LAGR,LANG,Language,2.0,0.677,4.48,,,4.48,,,,4.48,4.76,,,4.76,,,,4.76
24-25,SUMMER,School,AIS,-,-,11.0,0.586,4.62,4.33,,4.42,4.47,4.83,4.66,4.48,4.65,4.49,,4.55,4.71,4.89,4.8,4.61
24-25,SUMMER,Dept,AIS,EMIA,Division of Emerging Interdisciplinary Areas,1.0,0.5,5.0,,,5.0,,,,5.0,5.0,,,5.0,,,,5.0
24-25,SUMMER,Dept,AIS,ENVR,Environment and Sustainability,3.0,0.467,3.5,4.38,,4.34,,,,4.34,3.5,4.54,,4.5,,,,4.5
24-25,SUMMER,Dept,AIS,ISDN,Integrative Systems and Design,4.0,0.517,4.3,4.24,,4.26,,,,4.26,4.44,4.38,,4.41,,,,4.41
24-25,SUMMER,Dept,AIS,PPOL,Public Policy,2.0,0.875,,,,,4.47,4.83,4.66,4.66,,,,,4.71,4.89,4.8,4.8
24-25,SUMMER,Dept,AIS,TEMG,Technology and Management,1.0,0.938,4.93,,,4.93,,,,4.93,5.0,,,5.0,,,,5.0
24-25,SUMMER,School,OTHERS,-,-,2.0,0.303,,4.7,,4.7,,,,4.7,,4.8,,4.8,,,,4.8
24-25,SUMMER,Dept,OTHERS,DSTO,Dean of Students' Office,1.0,0.417,,4.7,,4.7,,,,4.7,,4.8,,4.8,,,,4.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Key:,,,,,,,,,,,,,,,,,,,,,,,
Small UG: Undergraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium UG: Undergraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
Large UG: Undergraduate courses with enrolment over 100,,,,,,,,,,,,,,,,,,,,,,,
UG Mean: Mean of responses of all UG courses,,,,,,,,,,,,,,,,,,,,,,,
Small PG: Postgraduate courses with enrolment up to 20,,,,,,,,,,,,,,,,,,,,,,,
Medium PG: Postgraduate courses with enrolment from 21-100,,,,,,,,,,,,,,,,,,,,,,,
PG Mean: Mean of responses of all PG courses,,,,,,,,,,,,,,,,,,,,,,,
Overall: Mean of responses of all courses,,,,,,,,,,,,,,,,,,,,,,,
"If there is no entry, there were no classes of the type indicated.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Report prepared by Academic Quality Advancement Team,,,,,,,,,,,,,,,,,,,,,,,
28 August 2025,,,,,,,,,,,,,,,,,,,,,,,
